Term,Document Frequency,Postings Lists
كوان,1,12
كورزويل,1,4
كورونا,1,19
كوسيلة,1,11
كولموغوروف,1,4
كولينز,1,14
كومة,1,12
كونه,1,4
كونها,1,12
كوهونن,3,4 - 13 - 14
كيان,1,18
كيانات,1,8
كيفن,1,4
كيفية,6,8 - 12 - 14 - 16 - 18 - 20
لآللة,2,2 - 4
لأجهزة,1,14
لأخلاقيات,1,15
لأداء,1,17
لأسلوب,1,20
لأكثر,1,12
لألصل,1,2
لألفعال,1,2
لأن,6,13 - 14 - 15 - 17 - 18 - 21
لأنظمة,2,13 - 19
لأنه,3,13 - 14 - 17
لأهم,1,18
لأوامر,1,12
لأول,1,21
لأولئك,1,21
لأي,2,13 - 20
لإبداعهم,1,21
لإجراء,1,19
لإزالة,2,10 - 16
لإشكاليات,1,21
لإضافة,1,20
لإعادة,1,15
لإكمال,2,16 - 20
لإلحاق,1,20
لإلنتاجية,1,7
لإلنسان,2,3 - 8
لإلنسانية,1,7
لإنشاء,2,10 - 13
لإيجاد,2,16 - 20
لائحة,1,20
لاتباع,1,10
لاحظ,2,14 - 17
لاحق,1,16
لاحقا,1,18
لاري,1,14
لاستخدام,2,16 - 21
لاستخدامها,1,20
لاستقطاب,1,10
لاعتماد,3,10 - 19 - 20
لافت,1,20
لالستخدام,1,4
لالستفادة,1,7
لالستنتاج,1,4
لالنتباه,1,7
لبحوث,2,2 - 4
لبرامج,2,4 - 16
لبرمجيات,1,3
لبطاقة,1,20
لبعض,6,1 - 2 - 3 - 14 - 18 - 19
لبناء,4,2 - 3 - 11 - 20
لبنية,1,20
لبي,1,16
لبيان,1,3
لت,1,4
لتأدية,1,19
لتأسيس,1,4
لتاريخ,1,20
لتتبع,1,14
لتترجم,2,1 - 3
لتتعلم,1,18
لتجربة,1,21
لتجنب,1,15
لتحديد,1,4
لتحرير,1,6
لتحريك,1,4
لتحسين,4,5 - 6 - 8 - 19
لتحقيق,7,1 - 2 - 3 - 5 - 8 - 15 - 20
لتحل,2,9 - 21
لتحليل,3,4 - 5 - 20
لتخفيض,1,4
لتدريب,2,12 - 20
لتركيبة,1,20
لتسخير,1,15
لتشجيع,1,4
لتشكيل,1,20
لتصبح,1,14
لتصور,2,1 - 3
لتضمين,1,13
لتطبيق,2,10 - 18
لتطبيقات,3,4 - 19 - 21
لتطهير,1,17
لتطوير,5,13 - 15 - 16 - 19 - 20
لتعزيز,3,9 - 11 - 12
لتعطيل,1,21
لتعظيم,2,1 - 3
لتعقيدات,1,13
لتعليم,1,21
لتغذية,1,14
لتفادي,1,17
لتفسير,1,14
لتقدم,1,20
لتقدير,1,17
لتقديم,1,20
لتقليل,1,17
لتقنيات,3,11 - 19 - 20
لتقنية,1,6
لتقوية,1,19
لتكنولوجيا,1,7
لتكون,3,1 - 3 - 4
لتلك,1,20
لتمثيل,3,1 - 3 - 4
لتمويل,1,2
لتنمو,1,4
لتوسيع,1,10
لتوظيف,2,11 - 12
لتوفير,2,5 - 10
لتيارات,1,4
لجداول,1,20
لجماليون,1,8
لجمل,1,4
لجميع,2,17 - 20
لجهاز,2,2 - 16
لحساب,1,4
لحسن,2,1 - 3
لحضور,1,3
لحظيا,1,13
لحل,5,1 - 3 - 4 - 6 - 21
لحلها,1,20
لحماية,1,20
لحين,1,12
لخدمة,1,1
لخوارزميات,2,1 - 3
لدراسة,2,3 - 21
لدرجة,3,2 - 8 - 13
لدعم,1,11
لدور,1,7
لديك,2,6 - 18
لديه,2,2 - 4
لديها,3,1 - 3 - 13
لديهم,1,21
لذا,2,18 - 21
لذكاء,1,4
لذلك,5,4 - 7 - 17 - 19 - 20
لرفد,1,11
لركب,1,10
لزعمه,1,2
لسلة,1,1
لسلوك,1,17
لشخص,1,20
لشركة,2,16 - 20
لصالح,1,15
لصحيفة,1,17
لصور,1,17
لضمان,2,15 - 20
لطالما,1,8
لطريقة,1,14
لطيف,1,17
لعام,2,5 - 15
لعب,1,13
لعبة,6,3 - 4 - 5 - 13 - 17 - 18
لعدة,3,1 - 2 - 3
لعدم,1,21
لعرض,1,3
لعلم,1,2
لعلمات,1,5
لعلوم,1,10
لعمليات,1,16
لعوامل,1,20
لغات,2,2 - 10
لغة,6,3 - 4 - 17 - 18 - 20 - 21
لغودل,1,2
لـ,2,8 - 16
لـغوغل,1,20
لـفيسبوك,1,20
لفرانكشتاين,1,8
لفهم,1,19
لفيض,1,5
لقاء,1,20
لقاعدة,2,4 - 21
لقد,3,5 - 15 - 18
لقدرات,1,4
لقدرتنا,1,15
لقرارات,1,13
لقضايا,1,20
لقيام,1,21
لكة,1,2
لكثير,1,4
لكرة,1,4
لكسب,1,11
لكشف,1,10
لكل,6,1 - 2 - 3 - 4 - 19 - 20
لكنني,1,21
لكنه,1,18
لكنها,1,8
لكونها,1,12
لكيفية,2,13 - 14
للآلات,1,18
للأجهزة,1,18
للأدوات,1,17
للأنظمة,1,19
للإجابة,1,15
للإنتاج,1,10
للإنسان,1,17
للإنسانية,1,15
للاحتياجات,1,18
للارتقاء,1,12
للاستفادة,1,21
للاعتذار,1,18
للانتباه,1,20
للاندماج,1,15
للباحثين,1,3
للبحث,1,21
للبدء,1,5
للبرامج,1,6
للبرولوج,1,4
للبشر,1,20
للبشرية,1,15
للبقاء,1,4
للبنك,1,20
للبيانات,3,10 - 15 - 20
للتأثيرعلى,1,16
للتجول,1,17
للتحقيق,1,4
للتحكم,1,3
للتخطيط,1,4
للتدريب,1,20
للتربية,1,15
للترشيح,1,4
للتركيز,1,19
للتطبيقات,1,5
للتطور,1,11
للتطوير,1,10
للتعامل,3,1 - 3 - 4
للتعاون,1,21
للتعبير,1,4
للتعرف,2,18 - 20
للتعلم,1,19
للتعلم106,1,4
للتعمق,1,3
للتفاوض,1,21
للتفسير,2,13 - 14
للتفكير,3,1 - 3 - 4
للتقليل,1,21
للتكنولوجيا,4,2 - 3 - 17 - 21
للتكهنات,1,21
للتكيف,1,7
للتنبؤ,1,5
للتنمية,1,15
للتواصل,1,3
للتوصل,1,19
للتوظيف,1,11
للجدل,1,12
للجغرافيا,1,21
للجميع,1,7
للجنس,1,4
للحد,2,10 - 17
للحديث,1,18
للحصول,3,5 - 17 - 20
للحواسيب,3,1 - 2 - 3
للحياة,1,15
للحيلولة,1,7
للخطأ,1,4
للخوارزمات,1,4
للدردشة,1,20
للدروس,1,19
للدماغ,1,20
للذات,1,8
للذاكرة,1,4
للذكاء,14,1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 13 - 15 - 16 - 17 - 19 - 20
للذين,1,14
للرموز,1,2
للروبوت,1,17
للروبوتات,2,3 - 17
للسلع,1,16
للسيارات,1,20
للشاطئ,1,21
للشبكة,3,12 - 13 - 14
للشركات,5,9 - 10 - 11 - 12 - 20
للصحيح,1,4
للطالب,1,19
للطبقات,1,14
للطريقة,1,14
للطلاب,1,19
للعالم,3,14 - 15 - 21
للعالم92,1,3
للعامل,3,1 - 3 - 4
للعديد,3,3 - 18 - 21
للعمل,3,4 - 6 - 7
للعميل,1,5
للغات,1,20
للغاتlisp,1,4
للغاية,8,1 - 3 - 4 - 8 - 16 - 17 - 18 - 20
للغة,3,1 - 3 - 21
للـ,1,21
للقدرات,1,20
للقضايا,1,15
للقلق,2,7 - 18
للقياس,1,8
للقيام,1,8
للكثير,1,18
للكشف,3,1 - 3 - 17
للمبرمجين,3,4 - 13 - 14
للمتعلم,1,19
للمتعلمين,2,19 - 20
للمحادثات,1,6
للمحادثة,1,20
للمخاطر,2,7 - 15
للمدرسين,1,19
للمرة,2,9 - 18
للمساعدة,3,4 - 16 - 20
للمستخدمين,3,16 - 18 - 19
للمستوى,1,21
للمشاكل,3,1 - 3 - 4
للمشورة,1,20
للمطورين,2,5 - 21
للمعالجة,1,21
للمعرفة,3,1 - 3 - 15
للمعلمين,2,19 - 20
للمعلومات,1,2
للمقارنة,1,4
للمكان,1,5
للمنطق,2,3 - 4
للمنفعة,1,20
للمهمة,1,12
للمواطنين,1,15
للمواهب,1,10
للموضوعات,1,19
للموظفين,1,11
للنظاميين25,1,3
للنظم,1,2
للنقاش,1,15
للهندسة,1,3
لمؤتمر,1,2
لمؤسستك,1,6
لمؤشر,1,19
لمتطلباته,1,14
لمجاالت,1,5
لمجموعة,1,20
لمختبرات,1,12
لمدة,2,3 - 12
لمدى,1,2
لمديري,1,20
لمرافقة,1,15
لمزيد,2,7 - 19
لمستخدميها,1,20
لمستوى,1,19
لمشاكل,2,3 - 4
لمشكلة,1,4
لمشهد,1,10
لمصدر,2,2 - 4
لمطوري,1,17
لمعالجة,4,1 - 3 - 8 - 19
لمعرفة,1,4
لمعظم,3,4 - 5 - 11
لمعهد,1,17
لمقدار,1,14
لممارسات,1,9
لمن,2,13 - 20
لمناقشة,1,21
لمنصات,1,6
لمنظمة,1,5
لنتخيل,1,18
لنحاول,1,2
لندن,1,12
لنصف,1,7
لنظام,1,2
لنظم,2,1 - 3
لنقل,2,19 - 20
لنلق,1,18
لنماذج,1,4
لنويل,1,3
لهجات,1,4
لهذا,4,3 - 9 - 19 - 20
لهذه,9,1 - 3 - 7 - 10 - 13 - 14 - 15 - 16 - 20
لهندسة,1,3
لواحد,1,2
لوجه,2,19 - 20
لوجودهم,1,21
لوحة,1,13
لوسائل,2,1 - 3
لوضع,1,4
ليتم,1,16
ليج,1,4
ليقوم,1,20
ليكون,3,1 - 3 - 21
لين,1,16
لينات,1,3
مؤتمتة,1,15
مؤتمر,3,2 - 8 - 15
مؤخرا,4,1 - 12 - 13 - 21
مؤخرة,1,4
مؤسسات,1,2
مؤسسة,2,4 - 19
مؤشرات,1,10
مؤقتا,1,12
مؤيدي,1,17
مارتن,1,21
مارثا,1,16
مارغريت,1,16
مارفن,2,2 - 3
ماركوس,1,4
ماركوف,1,4
ماري,1,4
ماس,1,4
ماساتشوستس,3,2 - 3 - 17
ماسلو,1,18
ماضيها,1,21
ماكارثي,1,3
ماكنزي,1,12
ماكينات,1,4
مالئم,1,2
مالحظة,1,4
مالية,1,20
ماهية,1,2
مايكروسوفت,2,13 - 20
مبادئ,2,3 - 15
مباشر,3,15 - 19 - 20
مباشرة,5,2 - 7 - 14 - 19 - 20
مبتكرة,1,15
مبحث,1,3
مبدأ,2,3 - 13
مبرمجة,1,18
مبرهنة,1,2
مبسطا,1,4
مبكر,1,8
مبكرا,1,3
مبلغا,1,19
مبني,1,20
مبهر,1,20
مبهمة,1,14
متأخر,1,15
متأكدا,2,1 - 3
متأنية,1,15
متابعة,1,19
متابعتها,1,19
متاحة,3,3 - 4 - 17
متحيزة,1,16
متخصص,2,17 - 20
متخصصة,1,20
مترابطة,1,8
متراكمة,1,13
مترجمي,1,11
متزايد,5,4 - 8 - 13 - 15 - 17
متزايدا,1,19
متزايدة,2,8 - 17
متسارعا,1,19
متسارعة,1,20
متساوية,1,10
متصفح,1,20
متضمن,1,3
متطابقة,1,17
متطورة,1,21
متعدد,2,3 - 20
متعددة,5,1 - 3 - 4 - 11 - 17
متعلق,1,21
متعلقة,1,21
متغير,1,14
متقدمة,2,9 - 21
متناسب,1,7
متناسق,1,4
متناميا,1,14
متناهية,1,21
متنوعة,2,6 - 17
متوسط,2,9 - 11
متوفرة,1,19
متوقعة,1,15
مثال,3,3 - 13 - 19
مثلا,3,18 - 20 - 21
مثلما,4,1 - 3 - 13 - 19
مثلها,1,20
مثير,2,7 - 18
مجاال,1,3
مجاالت,6,1 - 2 - 3 - 4 - 6 - 8
مجاالته,1,5
مجال,16,1 - 2 - 3 - 4 - 6 - 9 - 10 - 11 - 12 - 14 - 15 - 17 - 18 - 19 - 20 - 21
مجالا,2,9 - 11
مجالات,6,9 - 14 - 16 - 17 - 18 - 19
مجانية,1,4
مجتمع,1,15
مجتمعاتنا,1,15
مجتمعة,1,3
مجددا,1,4
مجديا,1,21
مجدية,1,8
مجرد,6,4 - 8 - 12 - 13 - 19 - 20
مجموعات,3,10 - 19 - 20
مجموعة,12,1 - 3 - 4 - 6 - 8 - 11 - 12 - 15 - 16 - 17 - 18 - 21
مجهول,1,18
مجهولا,1,14
محادثة,2,1 - 3
محار,1,4
محاكاة,11,1 - 2 - 3 - 4 - 8 - 13 - 14 - 18 - 19 - 20 - 21
محاكاته,2,1 - 3
محاكاتها,1,2
محاولة,3,3 - 4 - 21
محتملة,1,16
محتوى,2,12 - 16
محدد,1,18
محددة,5,1 - 2 - 3 - 4 - 20
محددين,1,19
محدود,1,20
محذرا,1,16
محرك,1,13
محركات,1,4
محسنا,1,15
محط,1,3
محطة,1,13
محل,4,7 - 15 - 16 - 17
محله,2,19 - 20
محلية,1,4
محور,3,1 - 3 - 6
محورا,1,20
محوريا,2,1 - 3
محورية,1,21
محولات,1,20
مخ,4,1 - 3 - 13 - 14
مخاطر,2,7 - 10
مخاوف,1,12
مختبر,2,3 - 17
مختبرات,1,2
مخترع,1,18
مختصر,1,18
مختصين,1,11
مختلف,5,4 - 13 - 17 - 18 - 19
مختلفة,4,2 - 4 - 11 - 20
مخرجات,4,1 - 3 - 13 - 20
مخطط,1,10
مخفي,1,17
مخفية,2,13 - 14
مداخل,1,3
مدار,2,6 - 10
مدخالت,3,1 - 3 - 6
مدخلات,1,13
مدراء,1,11
مدرسة,2,19 - 20
مدركة,1,8
مدعومة,1,8
مدفوعة,1,8
مدى,9,1 - 5 - 6 - 7 - 8 - 9 - 10 - 19 - 21
مذهلا,1,15
مر,2,4 - 18
مرات,2,10 - 11
مراحل,1,18
مراحلها,1,12
مراحلهم,1,20
مرافقا,1,18
مراقبة,4,4 - 13 - 20 - 21
مراكز,1,20
مراكش,1,15
مرة,7,3 - 4 - 6 - 8 - 10 - 12 - 21
مرتبطة,2,4 - 20
مرتين,2,11 - 12
مرحلة,5,8 - 11 - 18 - 19 - 21
مرشح,1,4
مرضى,1,20
مرضية,1,19
مركز,6,3 - 12 - 16 - 19 - 20 - 21
مرنة,1,8
مرور,2,8 - 10
مزاياها,1,10
مزودا,1,5
مزيج,2,4 - 19
مزيد,2,7 - 19
مزيفا,2,1 - 3
مس,1,1
مسألة,3,1 - 3 - 4
مسؤول,1,14
مسؤولة,1,3
مسؤولية,1,15
مسؤولين,1,19
مسائل,2,2 - 20
مساحة,2,4 - 17
مسار,2,4 - 6
مساعدة,1,19
مساعدك,1,13
مساعدين,1,17
مساهمة,4,9 - 12 - 19 - 20
مساهمته,1,19
مسبقا,1,4
مسبقة,1,20
مسبوق,1,20
مسبوقة,1,20
مستخدمة,2,1 - 3
مستعمرة,1,4
مستقبل,4,8 - 12 - 17 - 18
مستقبلا,3,13 - 18 - 19
مستقبلية,1,16
مستقل,2,19 - 20
مستقلا,1,15
مستقلة,2,2 - 8
مستمدة,1,4
مستمر,1,18
مستمرة,2,1 - 3
مستهل,1,1
مستوحاة,1,12
مستوى,8,5 - 8 - 10 - 11 - 16 - 18 - 19 - 20
مستويات,7,7 - 8 - 9 - 10 - 11 - 17 - 20
مسرحية,1,20
مسرحيته,1,18
مسمياتهم,1,21
مسيرة,1,21
مشابهة,1,20
مشارف,1,7
مشاركا,2,12 - 15
مشاركة,2,10 - 15
مشاريع,3,1 - 2 - 3
مشاعر,3,1 - 3 - 20
مشاعرك,1,18
مشاكل,4,1 - 2 - 3 - 4
مشاكلهم,2,1 - 3
مشتركة,1,3
مشروع,3,3 - 5 - 18
مشكالت,1,2
مشكلات,2,19 - 20
مشكلة,8,1 - 2 - 3 - 4 - 10 - 13 - 14 - 21
مشهد,1,10
مشورة,1,17
مصادر,6,1 - 3 - 5 - 6 - 7 - 11
مصدر,1,16
مصر,1,4
مصرف,1,20
مصطل,1,5
مصطلح,7,1 - 8 - 12 - 17 - 18 - 19 - 20
مصطنعة,2,1 - 3
مصلحة,1,13
مصمم,1,4
مصممة,1,8
مصنف,1,4
مضادات,1,16
مضاعفة,1,11
مضاهاة,1,17
مضمون,1,14
مضى,3,5 - 13 - 15
مضيفا,1,14
مضيفة,1,16
مطابق,1,2
مطابقة,2,4 - 17
مطلقة,1,14
مطلوبة,1,3
مظاهر,1,2
مظلة,1,18
معا,4,7 - 12 - 14 - 15
معادلات,1,20
معالجة,11,1 - 2 - 3 - 6 - 8 - 10 - 11 - 14 - 15 - 17 - 20
معالجته,1,7
معاناة,1,13
معايير,1,12
معتمدة,1,10
معدالت,1,6
معدلات,1,12
معدلة,1,4
معرض,1,7
معرفة,6,1 - 3 - 12 - 13 - 14 - 19
معرفتنا,1,14
معرفته,3,14 - 17 - 20
معرفي,1,3
معروفة,1,14
معضلة,1,21
معظم,11,1 - 2 - 3 - 4 - 5 - 7 - 10 - 11 - 17 - 19 - 20
معقد,1,18
معقدا,1,3
معقدة,7,3 - 5 - 7 - 8 - 13 - 14 - 19
معقولة,1,19
معلميهم,1,19
معلومات,3,4 - 16 - 20
معنوي,1,18
معنى,1,8
معه,2,7 - 21
معها,2,18 - 19
معهد,2,2 - 3
معيار,1,13
معيارية,1,4
معين,3,1 - 3 - 19
معينا,2,1 - 3
معينة,10,1 - 2 - 3 - 4 - 5 - 10 - 14 - 16 - 19 - 21
معينين,1,5
مغن,1,20
مفاد,1,2
مفاهيم,4,1 - 3 - 4 - 6
مفتونين,1,8
مفقودة,1,21
مفهوم,3,3 - 4 - 14
مفيد,1,8
مفيدا,2,14 - 20
مفيدة,1,20
مقابل,1,11
مقابلة,1,13
مقارنة,7,6 - 7 - 9 - 11 - 13 - 19 - 20
مقال,1,18
مقالا,1,18
مقبوال,1,3
مقترحات,2,19 - 20
مقترضة,2,1 - 3
مقتصرا,1,1
مقدار,2,1 - 3
مقدرا,1,3
مقدرتهم,2,1 - 3
مقدمة,1,1
مقر,1,15
مقربة,1,9
مقروءة,1,14
مقنعة,1,20
مقياس,1,4
مكارثي,5,1 - 2 - 3 - 4 - 18
مكاسب,1,7
مكافحة,1,20
مكان,4,1 - 12 - 19 - 21
مكانتهما,1,9
مكانها,1,21
مكتبية,1,17
مكتوب,1,12
مكتوف,1,4
مكشوف,2,1 - 3
مكمال,1,7
مكن,1,14
مكوردك,1,4
مكون,1,4
مكونا,1,21
مكونات,1,3
ملء,1,10
ملؤها,1,11
ملاحظة,1,20
ملازما,1,21
ملامح,1,13
ملايين,1,20
ملحا,1,16
ملحوظ,1,20
ملحوظا,1,17
ملفقة,1,20
مليار,3,2 - 8 - 19
مليارات,1,20
مليون,2,13 - 16
مماثلة,2,2 - 4
ممارسة,2,5 - 13
ممتازا,1,11
ممثل,3,1 - 3 - 20
مملة,1,6
مميزات,1,4
منا,1,2
مناطق,2,14 - 15
منافساتها,1,9
منافع,1,7
منافعه,1,7
مناقشات,2,14 - 15
مناقشة,2,4 - 14
مناهجهم,1,3
منتجا,1,21
منتجات,1,11
منتدى,1,15
منتصف,4,2 - 3 - 4 - 17
منتقاة,1,14
منح,1,4
منخفض,1,20
منخفضة,2,7 - 20
منشورات,1,16
منصات,1,10
منصب,1,10
منصة,2,12 - 19
منطق,1,4
منطقي,2,2 - 16
منطقية,5,1 - 3 - 4 - 16 - 21
منطلق,1,21
منظمة,2,15 - 21
منظمتنا,1,15
منظورين,1,21
منظومة,1,18
منهم,2,11 - 21
مني,1,18
مهارات,6,1 - 3 - 7 - 11 - 19 - 20
مهاراتها,1,10
مهاراتهم,1,9
مهارة,2,5 - 20
مهام,9,1 - 3 - 4 - 5 - 6 - 7 - 17 - 18 - 19
مهاما,1,21
مهجور,1,3
مهدت,1,12
مهذبة,2,1 - 3
مهم,3,13 - 14 - 18
مهمات,1,20
مهمة,11,1 - 2 - 3 - 4 - 7 - 8 - 14 - 16 - 17 - 19 - 20
مهمته,2,2 - 17
مهنة,2,19 - 20
مهندس,2,10 - 14
مهندسي,1,11
مهندسين,1,11
موائمة,1,19
مواجهة,1,6
موارد,3,1 - 3 - 6
مواردنا,1,21
مواطنيها,1,21
موافقة,1,15
مواقع,1,17
مواكبة,1,10
مواهب,2,11 - 12
موثوق,1,13
موجات,1,21
موجود,2,1 - 3
موحدة,2,3 - 10
مور,2,2 - 4
مورفيك,1,4
مورفيكmoravec,1,2
موسيقى,1,20
موضعا,2,1 - 3
موظفي,1,11
موظفين,1,11
موظفيها,1,21
موقع,2,20 - 21
موقعه,2,16 - 19
موقف,1,2
ميات,1,4
ميد,1,14
ميدان,1,17
ميزانيات,1,10
ميزه,1,19
ميلا,2,10 - 11
ميلون,2,2 - 3
مينسكاي,2,2 - 3
مينسكي,1,2
ميول,2,1 - 3
ناجح,1,3
ناجحة,2,1 - 3
ناحية,1,19
نادرا,1,4
ناشئ,1,3
نبتعد,2,13 - 14
نتأكد,2,7 - 15
نتائج,6,4 - 7 - 9 - 11 - 20 - 21
نتائجها,2,3 - 20
نتاج,1,13
نتج,1,4
نتعلم,1,15
نتيجة,4,13 - 14 - 19 - 20
نجاح,2,10 - 19
نجاحا,2,3 - 9
نجاحات,1,2
نجح,1,17
نجد,1,15
نجعل,1,7
نحارب,1,15
نحكم,1,2
نراه,2,18 - 21
نرغب,1,13
نرى,1,7
نريده,1,15
نزعات,1,20
نزيل,1,19
نسبة,8,7 - 9 - 10 - 11 - 12 - 17 - 19 - 21
نسبيا,1,4
نستخدمها,1,1
نستطيع,1,13
نستنتج,1,4
نسخ,3,2 - 6 - 13
نسمع,1,1
نشأت,2,2 - 4
نشر,3,6 - 16 - 18
نشرته,1,19
نشعر,3,1 - 15 - 16
نشكل,1,15
نشهد,1,10
نشير,1,10
نص,1,20
نصف,2,7 - 11
نصل,2,3 - 4
نصوص,1,20
نصيا,1,20
نضوج,1,10
نطاق,11,2 - 3 - 4 - 5 - 6 - 9 - 10 - 14 - 15 - 16 - 17
نطاقه,1,13
نظام,9,1 - 2 - 3 - 4 - 13 - 14 - 17 - 19 - 20
نظامنا,1,13
نظرا,1,14
نظرة,3,9 - 13 - 18
نظري,1,6
نظريا,1,3
نظرية,7,1 - 2 - 3 - 4 - 8 - 14 - 18
نظم,3,3 - 4 - 20
نظما,1,20
نعتقد,1,21
نعرف,2,2 - 14
نعرفه,3,1 - 3 - 14
نعرفها,1,15
نعلم,1,7
نعمل,1,15
نعيش,1,15
نفسه,9,1 - 3 - 4 - 6 - 13 - 17 - 18 - 19 - 21
نفسها,5,13 - 15 - 19 - 20 - 21
نفسية,1,3
نفقات,1,19
نقاش,1,21
نقاشات,3,2 - 13 - 16
نقاط,2,4 - 10
نقص,2,11 - 19
نقطة,2,4 - 20
نقف,1,15
نقل,2,19 - 20
نقول,1,8
نكتشفها,1,13
نكسات,1,2
نلحظ,1,5
نماذج,6,4 - 8 - 11 - 13 - 14 - 20
نمت,1,2
نمضي,1,21
نمط,2,4 - 14
نموا,2,8 - 9
نموذج,3,3 - 4 - 19
نموذجا,1,14
نموذجيا,1,10
نميز,1,15
نناقش,1,4
ننسبها,1,8
ننسى,1,21
ننظر,1,2
ننكر,1,21
نهاية,5,1 - 2 - 3 - 4 - 21
نهج,5,2 - 3 - 4 - 15 - 20
نهضة,1,4
نواة,1,20
نواتج,2,1 - 3
نواجه,1,15
نواحي,1,18
نوازن,1,7
نوع,4,4 - 8 - 15 - 19
نوعا,1,10
نوعها,1,12
نوعية,1,20
نوعين,1,4
نووية,1,13
نوى,1,20
نويل,2,2 - 3
ني,1,3
نية,2,1 - 3
نيك,1,3
نيو,1,8
هؤالء,2,2 - 3
هائل,1,15
هائلة,5,1 - 3 - 15 - 16 - 20
هائلةمما,1,3
هادف,1,6
هارديستي,1,14
هاري,1,14
هامبشاير,1,8
هامة,1,17
هانز,2,2 - 4
هانوفر,1,8
هاوجالند,1,3
هايلز,1,14
هاينلين,1,2
هبlearning,1,4
هجرت,1,3
هجوم,1,21
هجين,1,3
هدف,4,1 - 3 - 17 - 20
هدفا,1,2
هدفها,1,12
هدفين,1,19
هربرت,2,3 - 17
هرم,1,18
هزيمة,1,18
هـ,1,2
هكسلي,1,4
هناك65,1,3
هندسة,1,11
هوبفيلد,2,4 - 6
هوبفيلدnet,1,4
هوبكنز,1,3
هوة,1,7
هوتر,1,4
هوكينج,1,8
هوليوود,1,1
هيئاتنا,1,15
هياكل,1,4
هيربيرت,1,17
هيفيستوس,1,4
هيكل,1,3
هيكلا,1,10
هينتون,1,16
و1,1,4
و15,1,12
و1974,1,6
و26,1,7
و60,1,9
وchatgpt,1,20
وgoogle,1,20
وlush,1,4
وmicrosoft,1,20
وnvidia,1,20
وoracle,1,20
وآالن,1,3
وآخرون,1,2
وآخرين,1,3
وآفاق,1,20
وأتمتة,3,10 - 19 - 20
وأحد,1,17
وأحكامه,1,21
وأخيرا,2,10 - 20
وأدائها,2,1 - 3
وأدت,1,13
وأدوات,2,6 - 19
وأدى,1,14
وأسماه,1,4
وأشار,4,9 - 11 - 14 - 16
وأشارت,2,9 - 12
وأشاروا,1,11
وأشكال,1,12
وأصبحت,2,10 - 20
وأصلي,1,16
وأصوات,1,20
وأطلق,2,7 - 12
وأظهرت,1,11
وأعادوا,1,3
وأغلبنا,1,1
وأفاد,2,9 - 11
وأفاض,1,4
وأفريقيا,1,15
وأفكار,1,20
وأكاديميات,2,11 - 15
وأكثر,2,6 - 20
وأكثرها,1,3
وألعاب,1,4
وأما,1,21
وأماكن,2,1 - 3
وأمنها,1,21
وأن,2,7 - 14
وأنها,2,14 - 21
وأنواع,2,4 - 20
وأنواعه,2,2 - 18
وأنيقة,1,3
وأهاليهم,1,19
وأهدافه,1,1
وأهميته,1,18
وأوائل,2,2 - 4
وأوبين,1,20
وأوروبا,1,16
وإبدا,1,6
وإبقاء,2,19 - 20
وإتاحة,1,19
وإثبات,1,17
وإدارة,1,8
وإطعامها,1,17
وإعادة,3,1 - 3 - 4
وإلهاما,1,2
وإلى,1,17
وإمكاناته,1,21
وإمكانية,3,1 - 3 - 13
وإنتاج,1,21
وإنتاجيتها,1,5
وإنترنت,1,17
وإنسان,1,17
وإنشاء,1,6
وإيجاد,4,3 - 4 - 15 - 20
واآلالت,1,4
واألحداث,2,1 - 3
واألداء,1,4
واألعمال,1,5
واألفعال,1,2
واألفكار,1,3
واألكثر,2,1 - 3
واأللعاب,1,4
واإلبداع,2,6 - 8
واإلدراك,1,2
واإلشراف,1,8
واالستفادة,1,3
واالعتبارات,1,4
واالقتصاد,3,1 - 3 - 4
واالقتصاد38,1,3
واالقتصادات,1,7
واالكتشافات,1,4
واتخاذ,3,6 - 8 - 19
واتصالية,1,4
واجهتهم,1,2
واجهوا,1,11
واحتراف,1,18
واحتياجاته,1,19
واحدا,3,1 - 3 - 18
واحدة,6,1 - 3 - 4 - 5 - 8 - 13
واحدة51,1,3
واختراق,1,20
واختيار,1,4
وارتفعت,1,9
وارشاد,2,19 - 20
وارويكwarwick,1,4
وازدهارا,1,15
واستجابته,1,19
واستخدام,1,2
واستخدمت,1,18
واستخراج,1,2
واستدعاء,1,4
واسترجاع,1,12
واستطاعت,1,20
واستقرت,1,10
واستكشاف,1,17
واستنتج,1,14
واستيعاب,1,4
واسع,9,2 - 3 - 4 - 5 - 6 - 10 - 15 - 16 - 17
واسعة,8,1 - 3 - 4 - 8 - 12 - 15 - 17 - 19
واشتمل,1,10
واضح,1,10
واضحا,2,11 - 14
واضحة,2,17 - 19
واع,3,1 - 3 - 18
واعتقد,2,3 - 14
واعتمادا,1,13
واعتمادها,1,11
واعدة,1,20
واعي,1,2
واعية,2,1 - 3
وافرا,2,1 - 3
واقع,1,14
واقعية,1,20
واكتشافاتنا,1,14
واكتشف,1,21
وال,4,1 - 2 - 3 - 8
والآليات,1,20
والأجناس,1,15
والأجهزة,1,19
والأحياء,1,12
والأدب,1,15
والأدوار,1,12
والأساتذة,1,19
والأسماء,1,15
والأشياء,1,17
والأعداد,1,20
والأفلام,1,20
والأمن,1,21
والأمني,1,21
والأنظمة,1,17
والأنف,1,20
والأنماط,1,16
والأهالي,1,19
